"filename", "language", "YAML", "Markdown", "JSON", "XML", "Python", "HTML", "Shell Script", "LaTeX", "CSS", "CSV", "JavaScript", "comment", "blank", "total"
"/home/tb/repos/magisim/docs/resources/logo-normal-light.svg", "XML", 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 1, 2, 58
"/home/tb/repos/magisim/docs/resources/magisim_logo256.svg", "XML", 0, 0, 0, 111, 0, 0, 0, 0, 0, 0, 0, 1, 2, 114
"/home/tb/repos/magisim/environment.yml", "YAML", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 17
"/home/tb/repos/magisim/magisim-esdk/README.md", "Markdown", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"/home/tb/repos/magisim/magisim-esdk/docs/CONTRIBUTING.md", "Markdown", 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 92
"/home/tb/repos/magisim/magisim-esdk/docs/INSTALL.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/home/tb/repos/magisim/magisim-esdk/docs/README.md", "Markdown", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5
"/home/tb/repos/magisim/magisim-esdk/resources/magisim_logo256.svg", "XML", 0, 0, 0, 111, 0, 0, 0, 0, 0, 0, 0, 1, 2, 114
"/home/tb/repos/magisim/magisim-esdk/src/tension.py", "Python", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 3, 10
"/home/tb/repos/magisim/notebooks/obsidian/MAGISIM-NOTES/.obsidian/app.json", "JSON", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/tb/repos/magisim/notebooks/obsidian/MAGISIM-NOTES/.obsidian/appearance.json", "JSON", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"/home/tb/repos/magisim/notebooks/obsidian/MAGISIM-NOTES/.obsidian/core-plugins-migration.json", "JSON", 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30
"/home/tb/repos/magisim/notebooks/obsidian/MAGISIM-NOTES/.obsidian/core-plugins.json", "JSON", 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21
"/home/tb/repos/magisim/notebooks/obsidian/MAGISIM-NOTES/.obsidian/hotkeys.json", "JSON", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
